Temperature,x-acc,y-acc,z-acc,Pressure,Load,Flow,,,Nitrogen,,,Frequency,,,Failure Alert,Diagnostic Code
127,137,119,152,162,129,-1,-1,1,-1,-1,1,-1,-1,1,1,4
53,196,231,201,162,68,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
278,221,188,179,232,256,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
100,274,178,285,142,108,-1,1,-1,-1,1,-1,1,-1,-1,1,5
200,249,305,304,192,282,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
216,152,142,157,197,217,-1,1,-1,-1,1,-1,1,-1,-1,1,5
163,164,151,220,207,141,-1,1,-1,-1,1,-1,1,-1,-1,1,3
109,169,100,152,125,145,-1,-1,1,-1,-1,1,-1,-1,1,1,4
188,65,83,266,204,258,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
164,165,206,201,157,155,-1,1,-1,-1,1,-1,1,-1,-1,1,5
184,132,74,216,192,201,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
175,233,226,224,177,242,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
132,128,106,108,125,130,-1,-1,1,-1,-1,1,-1,-1,1,1,4
244,225,284,259,231,305,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
176,166,140,231,139,148,-1,-1,1,-1,-1,1,-1,-1,1,1,4
246,252,215,231,243,209,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
130,129,124,149,115,142,-1,-1,1,-1,-1,1,-1,-1,1,1,4
235,183,242,186,216,217,-1,1,-1,-1,1,-1,1,-1,-1,1,5
235,195,149,227,241,175,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
139,107,133,142,134,120,-1,-1,1,-1,-1,1,-1,-1,1,1,4
113,155,98,107,84,136,-1,-1,1,-1,-1,1,-1,-1,1,1,4
276,126,292,172,223,284,-1,1,-1,-1,1,-1,1,-1,-1,1,5
300,267,270,200,321,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
224,144,153,175,203,103,-1,1,-1,-1,1,-1,1,-1,-1,1,3
171,156,182,182,72,182,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
98,125,143,148,129,135,-1,-1,1,-1,-1,1,-1,-1,1,1,4
255,239,217,217,246,245,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
167,179,121,206,202,148,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
117,115,91,121,147,170,-1,-1,1,-1,-1,1,-1,-1,1,1,4
101,180,276,339,105,166,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
109,121,117,111,105,135,-1,-1,1,-1,-1,1,-1,-1,1,1,4
276,281,157,182,299,217,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
230,167,164,155,186,174,-1,1,-1,-1,1,-1,1,-1,-1,1,3
148,160,178,194,180,133,-1,1,-1,-1,1,-1,1,-1,-1,1,3
153,181,194,282,146,215,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
98,137,97,149,126,176,-1,-1,1,-1,-1,1,-1,-1,1,1,4
180,94,103,138,213,189,-1,1,-1,-1,1,-1,1,-1,-1,1,3
272,210,178,185,218,266,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
154,198,250,227,171,188,-1,1,-1,-1,1,-1,1,-1,-1,1,5
203,191,180,124,152,315,-1,1,-1,-1,1,-1,1,-1,-1,1,3
205,228,227,188,184,184,-1,1,-1,-1,1,-1,1,-1,-1,1,5
277,118,153,125,218,245,-1,1,-1,-1,1,-1,1,-1,-1,1,5
217,156,170,160,164,223,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
243,216,240,154,177,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
135,94,171,135,124,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
103,159,123,131,98,149,-1,-1,1,-1,-1,1,-1,-1,1,1,4
130,171,213,216,158,185,-1,1,-1,-1,1,-1,1,-1,-1,1,3
117,93,171,54,127,63,-1,-1,1,-1,-1,1,-1,-1,1,1,4
147,232,217,98,231,66,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
268,119,197,228,161,281,-1,1,-1,-1,1,-1,1,-1,-1,1,5
223,240,219,188,208,254,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
153,168,126,184,221,141,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
264,248,196,263,254,179,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
226,177,219,219,174,239,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
199,148,174,184,201,234,-1,1,-1,-1,1,-1,1,-1,-1,1,5
154,98,129,89,175,102,-1,-1,1,-1,-1,1,-1,-1,1,1,4
236,217,138,242,217,219,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
185,243,198,229,198,187,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
124,129,144,161,159,123,-1,-1,1,-1,-1,1,-1,-1,1,1,4
163,179,184,127,133,178,-1,1,-1,-1,1,-1,1,-1,-1,1,3
193,204,136,152,191,182,-1,1,-1,-1,1,-1,1,-1,-1,1,5
91,135,89,112,127,140,-1,-1,1,-1,-1,1,-1,-1,1,1,4
112,158,109,164,101,143,-1,-1,1,-1,-1,1,-1,-1,1,1,4
224,271,318,292,218,245,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
119,143,135,154,145,141,-1,-1,1,-1,-1,1,-1,-1,1,1,4
197,175,215,156,151,196,-1,1,-1,1,-1,-1,-1,1,-1,1,3
159,149,173,199,194,217,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,259,255,204,173,135,-1,1,-1,-1,1,-1,1,-1,-1,1,3
293,278,137,135,301,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
235,237,257,256,297,238,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
147,114,144,150,175,130,-1,1,-1,-1,-1,1,-1,-1,1,1,4
100,136,170,160,179,144,-1,-1,1,-1,-1,1,-1,-1,1,1,4
193,185,151,205,199,169,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
165,203,188,207,190,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
107,228,208,192,131,102,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
285,251,278,206,249,262,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
204,187,210,222,237,193,-1,1,-1,-1,1,-1,1,-1,-1,1,5
253,149,95,260,248,138,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
180,157,196,203,186,207,-1,1,-1,-1,1,-1,1,-1,-1,1,5
209,197,267,211,189,242,-1,1,-1,-1,1,-1,1,-1,-1,1,5
180,117,196,130,161,148,-1,1,-1,-1,1,-1,1,-1,-1,1,3
193,202,245,219,180,206,-1,1,-1,-1,1,-1,1,-1,-1,1,5
254,205,259,215,264,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
130,137,84,78,135,142,-1,-1,1,-1,-1,1,-1,-1,1,1,4
152,129,170,151,153,124,-1,-1,1,-1,-1,1,-1,-1,1,1,4
116,149,154,211,292,103,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
131,244,272,345,139,241,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
146,257,182,191,180,155,-1,1,-1,-1,1,-1,1,-1,-1,1,5
258,180,161,245,251,170,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
172,147,194,150,171,208,-1,1,-1,-1,1,-1,1,-1,-1,1,3
237,228,219,252,240,227,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
169,202,219,114,223,140,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
221,228,266,187,230,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
214,235,170,203,202,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
152,160,168,168,153,253,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,299,320,334,205,272,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
98,248,274,345,118,197,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
207,215,149,149,212,161,-1,1,-1,-1,1,-1,1,-1,-1,1,5
253,154,171,218,241,173,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
333,304,238,148,299,270,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
219,196,207,162,200,222,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,193,185,188,175,183,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,155,278,228,187,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
183,102,119,114,119,90,-1,-1,1,-1,-1,1,-1,-1,1,1,4
149,225,262,183,139,120,-1,1,-1,-1,1,-1,1,-1,-1,1,3
175,191,228,178,190,92,-1,1,-1,-1,1,-1,1,-1,-1,1,3
143,129,103,131,115,122,-1,-1,1,-1,-1,1,-1,-1,1,1,4
171,215,177,194,203,153,-1,-1,1,-1,-1,1,-1,-1,1,1,5
209,240,169,171,233,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
245,234,141,236,264,122,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
228,188,302,218,219,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
239,244,152,255,264,165,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
201,172,206,200,220,165,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
209,190,202,241,194,200,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
233,205,171,151,173,227,-1,1,-1,-1,1,-1,1,-1,-1,1,3
210,229,233,164,156,148,-1,1,-1,-1,1,-1,1,-1,-1,1,3
230,180,233,259,255,223,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
190,185,188,175,185,188,-1,1,-1,-1,1,-1,1,-1,-1,1,3
108,128,93,123,115,138,-1,-1,1,-1,-1,1,-1,-1,1,1,4
270,271,213,287,250,202,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
203,163,139,169,180,235,-1,1,-1,-1,1,-1,1,-1,-1,1,3
192,182,205,169,189,231,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
218,213,327,285,223,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
273,221,273,193,226,262,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
230,229,257,241,270,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
104,96,116,57,134,86,-1,-1,1,-1,-1,1,-1,-1,1,1,4
162,164,125,214,189,191,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
207,183,187,175,200,210,-1,1,-1,-1,1,-1,1,-1,-1,1,3
132,105,120,102,153,141,-1,-1,1,-1,-1,1,-1,-1,1,1,4
122,181,188,218,126,217,-1,1,-1,-1,1,-1,1,-1,-1,1,3
115,126,113,132,131,144,-1,-1,1,-1,-1,1,-1,-1,1,1,4
232,134,125,158,158,187,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
273,180,179,239,264,142,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
164,186,163,142,196,98,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
97,129,52,238,211,153,-1,1,-1,-1,1,-1,1,-1,-1,1,3
208,293,175,286,255,271,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
146,177,217,192,180,219,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
152,139,134,203,262,117,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
153,127,145,131,143,114,-1,-1,1,-1,-1,1,-1,-1,1,1,4
138,129,152,119,130,136,-1,-1,1,-1,-1,1,-1,-1,1,1,4
217,205,184,239,261,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
171,243,161,236,171,193,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
213,109,142,188,168,228,-1,1,-1,-1,1,-1,1,-1,-1,1,5
211,222,181,254,215,189,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
140,213,184,202,172,147,-1,1,-1,-1,1,-1,1,-1,-1,1,5
201,224,181,222,207,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
239,216,226,223,238,205,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
215,211,255,147,156,205,-1,1,-1,-1,1,-1,1,-1,-1,1,3
223,155,144,222,230,161,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
266,50,145,169,99,195,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
181,204,158,160,164,192,-1,1,-1,-1,1,-1,1,-1,-1,1,3
277,217,224,246,278,209,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
172,166,161,182,176,230,-1,1,-1,-1,1,-1,1,-1,-1,1,3
153,98,94,74,92,98,-1,1,-1,-1,-1,1,-1,-1,1,1,4
216,171,208,244,239,177,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
151,117,81,135,134,131,-1,-1,1,-1,-1,1,-1,-1,1,1,4
226,240,177,183,222,178,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
162,195,245,214,175,202,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
215,258,133,282,206,175,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
193,167,144,276,203,158,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
224,239,158,198,245,188,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
318,269,270,151,221,215,-1,1,-1,-1,1,-1,1,-1,-1,1,3
234,275,206,244,300,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
156,234,144,187,222,144,-1,1,-1,1,-1,-1,1,-1,-1,1,5
202,181,219,222,174,225,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
211,157,234,231,206,200,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
199,161,174,153,190,194,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
216,184,194,130,188,162,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
232,208,254,165,222,196,-1,1,-1,-1,1,-1,1,-1,-1,1,3
209,219,221,200,194,262,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
116,132,79,231,189,163,-1,1,-1,-1,1,-1,1,-1,-1,1,3
220,159,207,116,135,233,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
165,156,190,184,181,133,-1,1,-1,-1,1,-1,1,-1,-1,1,3
132,124,143,125,108,111,-1,-1,1,-1,-1,1,-1,-1,1,1,4
202,158,153,162,193,154,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
97,140,131,97,66,104,-1,-1,1,-1,-1,1,-1,-1,1,1,4
124,233,264,179,117,288,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
248,215,223,223,248,201,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
154,178,203,157,122,193,-1,1,-1,-1,1,-1,1,-1,-1,1,3
98,210,172,190,157,140,-1,1,-1,-1,1,-1,1,-1,-1,1,5
183,214,173,191,201,203,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
186,145,190,180,187,194,-1,1,-1,-1,1,-1,1,-1,-1,1,3
156,106,172,91,136,71,-1,-1,1,-1,-1,1,-1,-1,1,1,4
216,227,324,281,216,278,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
203,146,180,123,164,201,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
150,197,205,196,201,197,-1,1,-1,-1,1,-1,1,-1,-1,1,5
134,140,107,121,94,121,-1,-1,1,-1,-1,1,-1,-1,1,1,4
150,216,119,138,205,140,-1,1,-1,-1,1,-1,1,-1,-1,1,5
183,201,254,244,155,197,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
160,169,148,211,193,170,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
64,140,137,147,152,154,-1,-1,1,-1,-1,1,-1,-1,1,1,4
139,146,174,235,162,220,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
212,228,181,200,220,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
60,264,109,145,180,61,-1,1,-1,1,-1,-1,1,-1,-1,1,5
187,212,126,241,217,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
155,152,132,210,187,107,-1,1,-1,-1,1,-1,1,-1,-1,1,3
252,202,177,156,244,139,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
176,254,105,168,181,137,-1,1,-1,-1,1,-1,1,-1,-1,1,5
167,238,228,197,194,265,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
147,105,153,132,117,97,-1,-1,1,-1,-1,1,-1,-1,1,1,4
159,204,224,196,181,283,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
222,274,273,265,263,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
156,248,147,270,203,160,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
164,245,195,184,152,199,-1,1,-1,-1,1,-1,1,-1,-1,1,3
154,180,196,172,136,178,-1,1,-1,1,-1,-1,1,-1,-1,1,3
178,170,146,174,166,178,-1,1,-1,-1,1,-1,1,-1,-1,1,3
125,185,129,204,232,171,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
217,136,192,189,178,280,-1,1,-1,-1,1,-1,1,-1,-1,1,5
270,261,277,242,300,281,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
227,185,207,253,192,221,-1,1,-1,-1,1,-1,1,-1,-1,1,5
230,253,203,149,165,271,-1,1,-1,-1,1,-1,1,-1,-1,1,3
106,145,84,153,156,166,-1,-1,1,-1,-1,1,-1,-1,1,1,4
179,166,77,184,195,130,-1,1,-1,-1,1,-1,1,-1,-1,1,3
173,157,192,149,179,144,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
172,202,162,204,197,190,-1,1,-1,-1,1,-1,1,-1,-1,1,3
149,131,144,129,119,117,-1,-1,1,-1,-1,1,-1,-1,1,1,4
131,204,204,217,134,177,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
199,141,130,167,164,184,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
140,132,145,169,181,193,-1,1,-1,-1,1,-1,1,-1,-1,1,3
247,218,256,197,217,251,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
251,226,252,213,245,252,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
191,196,201,240,195,166,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
294,198,250,190,278,251,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
160,239,96,236,183,184,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
240,238,147,204,208,266,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
254,211,252,184,249,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
95,121,108,80,102,143,-1,-1,1,-1,-1,1,-1,-1,1,1,4
208,163,129,218,221,116,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
207,174,209,158,176,141,-1,1,-1,-1,1,-1,1,-1,-1,1,3
258,218,169,179,247,254,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
236,196,201,134,227,182,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
185,212,214,194,211,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
178,216,192,176,196,194,-1,1,-1,-1,1,-1,1,-1,-1,1,5
155,188,221,187,169,176,-1,1,-1,-1,1,-1,1,-1,-1,1,5
202,273,234,239,222,197,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
149,184,269,167,146,199,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
216,188,87,189,216,228,-1,1,-1,-1,1,-1,1,-1,-1,1,3
181,259,216,114,205,180,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
272,220,243,202,254,253,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
169,208,278,194,164,210,-1,1,-1,-1,1,-1,1,-1,-1,1,3
202,257,204,167,180,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
156,197,193,216,165,175,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
184,238,175,191,229,152,-1,1,-1,1,-1,-1,1,-1,-1,1,5
302,234,200,177,297,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
130,128,105,113,73,109,-1,-1,1,-1,-1,1,-1,-1,1,1,4
213,182,155,149,178,190,-1,1,-1,-1,1,-1,1,-1,-1,1,5
236,193,168,250,204,222,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
167,203,270,272,203,185,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
244,220,148,184,189,245,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
152,210,322,185,145,296,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
279,192,299,226,253,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
219,191,177,135,152,267,-1,1,-1,1,-1,-1,1,-1,-1,1,3
232,222,199,215,261,184,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
152,117,109,138,139,128,-1,-1,1,-1,-1,1,-1,-1,1,1,4
297,191,238,160,279,233,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
151,79,105,59,146,109,-1,-1,1,-1,-1,1,-1,-1,1,1,4
209,210,172,195,175,177,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
147,130,162,155,232,122,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
208,195,218,209,210,208,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
129,175,175,163,164,159,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
138,119,136,116,140,126,-1,-1,1,-1,-1,1,-1,-1,1,1,4
260,194,214,89,162,212,-1,1,-1,-1,1,-1,1,-1,-1,1,3
242,134,149,145,85,230,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
215,214,158,178,221,193,-1,1,-1,-1,1,-1,1,-1,-1,1,3
106,73,104,189,191,180,-1,1,-1,-1,1,-1,1,-1,-1,1,3
247,254,281,253,303,230,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
196,232,310,211,176,264,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
152,122,123,138,157,111,-1,-1,1,-1,-1,1,-1,-1,1,1,4
152,101,134,101,138,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
227,246,199,176,188,122,-1,1,-1,-1,1,-1,1,-1,-1,1,3
140,127,147,138,136,109,-1,-1,1,-1,-1,1,-1,-1,1,1,4
275,188,149,269,263,171,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
212,238,235,249,215,189,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
132,163,185,178,147,150,-1,1,-1,-1,1,-1,1,-1,-1,1,3
185,113,141,87,149,92,-1,-1,1,-1,-1,1,-1,-1,1,1,4
270,264,166,236,273,225,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
158,207,207,196,147,219,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
123,154,199,187,138,230,-1,1,-1,-1,1,-1,1,-1,-1,1,3
156,220,229,192,228,154,-1,1,-1,-1,1,-1,1,-1,-1,1,5
162,150,193,183,226,107,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
179,161,153,140,167,171,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
222,202,191,194,201,139,-1,1,-1,-1,1,-1,1,-1,-1,1,3
149,150,158,173,160,162,-1,1,-1,-1,1,-1,1,-1,-1,1,3
229,216,261,263,182,261,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
159,136,120,196,191,251,-1,1,-1,-1,1,-1,1,-1,-1,1,3
307,244,278,203,298,282,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
74,136,73,104,133,170,-1,-1,1,-1,-1,1,-1,-1,1,1,4
161,227,231,174,176,217,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
129,138,133,133,97,123,-1,-1,1,-1,-1,1,-1,-1,1,1,4
143,272,285,130,144,332,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
157,131,179,186,211,106,-1,1,-1,-1,1,-1,1,-1,-1,1,3
130,154,103,155,121,161,-1,-1,1,-1,-1,1,-1,-1,1,1,4
227,283,248,200,208,216,-1,1,-1,1,-1,-1,1,-1,-1,-1,0
42,66,62,239,195,148,-1,1,-1,-1,1,-1,1,-1,-1,1,3
295,250,159,137,325,172,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
115,233,207,169,174,88,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
209,223,258,277,236,263,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
156,225,214,137,151,88,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
205,174,152,166,114,234,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
129,267,168,195,198,102,-1,1,-1,-1,1,-1,1,-1,-1,1,5
142,187,252,242,147,219,-1,1,-1,1,-1,-1,1,-1,-1,1,5
117,127,145,131,131,129,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,246,171,192,196,210,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
124,151,139,168,131,135,-1,-1,1,-1,-1,1,-1,-1,1,1,4
190,181,160,168,233,194,-1,1,-1,-1,1,-1,1,-1,-1,1,5
125,147,266,193,189,198,-1,1,-1,-1,1,-1,-1,1,-1,1,5
148,188,217,237,156,183,-1,1,-1,-1,1,-1,1,-1,-1,1,5
202,144,225,251,212,202,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
253,228,283,215,252,213,-1,1,-1,-1,1,-1,1,-1,-1,-1,2
217,251,212,237,196,200,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
188,215,191,164,145,224,-1,1,-1,-1,1,-1,1,-1,-1,1,3
227,130,256,190,156,288,-1,1,-1,-1,1,-1,1,-1,-1,1,5
161,92,99,264,224,186,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
185,182,192,158,180,142,-1,1,-1,-1,1,-1,1,-1,-1,1,3
156,308,177,230,178,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
201,260,202,150,177,166,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
194,245,204,266,222,237,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
266,236,173,179,296,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
159,206,201,237,184,178,-1,1,-1,-1,1,-1,1,-1,-1,1,5
141,153,172,206,201,123,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
170,240,201,148,152,164,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
134,106,168,110,143,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
197,205,170,187,187,239,-1,1,-1,-1,1,-1,1,-1,-1,1,3
165,233,101,175,156,122,-1,1,-1,-1,1,-1,1,-1,-1,1,5
253,187,171,170,202,263,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
113,167,246,167,229,103,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
40,174,300,39,61,294,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
321,281,258,161,310,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
187,197,197,210,180,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
225,203,191,153,170,168,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
162,190,185,180,193,186,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
192,175,145,112,131,248,-1,1,-1,-1,1,-1,1,-1,-1,1,3
186,177,157,209,168,179,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
289,229,195,158,262,254,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
126,132,172,198,206,77,-1,1,-1,-1,1,-1,1,-1,-1,1,3
237,194,174,108,123,149,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
172,164,251,202,202,212,-1,1,-1,-1,1,-1,1,-1,-1,1,5
154,212,249,164,142,267,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
207,151,277,202,227,229,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
243,193,177,256,258,180,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
138,170,181,168,109,122,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
193,193,151,185,148,261,-1,1,-1,-1,1,-1,1,-1,-1,1,3
247,102,293,145,219,276,-1,1,-1,-1,1,-1,1,-1,-1,1,5
